word,segmentation,segment_type,related_words,notes
infraction,in.fract.ion,verified,fract.ion; fract.ure; re.fract.ory; re.fract.ion; in.fr.are.d,= infringement 分数。小碎片 骨折 很难治疗的；难以驾驭的 折射 区别：inflict 给...造成伤害 区别：红外线的：
commandment,com.mand.ment,verified,com.mand; test.a.ment,证明； 约（新约旧约）
regimentation,regi.ment.ation,verified,regi.ment,（军队）团
regiment,regi.ment,verified,regi.ment.ation; regi.em; regi.men; regi.ster,严格的管理制度 政权; 养生之道 登记；
regime,reg.ime,verified,,
constitution,con.sti.tu.tion,verified,in.sti.tu.te,学院 宪法(89%)，体质(9%)，组织(2%)
interdict,inter.dict,verified,inter.sect; inter.jection; in.junct.ion,词根：介入.指导 （线、道路）交叉 感叹词 比较： 法庭禁止令/法庭强制令 interdict 法庭禁制令（不许做某事）
injunction,in.junction,verified,con.junction; inter.dict,连接词；联合 n.（法庭的）禁止令；【天主教】禁止参与教堂活动
miscellany,mis.cell.any,verified,,
amalgam,a.mal.gam,verified,,一个坏游戏
distillate,di.still.ate,verified,di.still,动词
catalyst,cata.lyst,verified,cata.strophe; cata.logue,disaster 目录
siccative,sicc.ative,verified,,desiccated adj.脱水的 desiccant ：（除湿的）干燥剂 念[sisi]: cissi 如： narcissism 念[sik]：sicc 如： desiccant 还有一个sciss 是词根“剪切” 如： abscissa scissors
coagulate,co.ag.ul.ate,verified,ag.ent,[一般指内生的生物化学变化] 经纪人 congeal (血 油）变稠；凝结；[一般指温度降低导致的物理变化]
galactagogue,galact.ago.gue,verified,,agog 兴奋期待的；急切想了解的
emulsion,e.mul.sion,verified,e.moll.ient; e.molu.ment,乳剂 令人平静的 。润肤露。 （高的）薪水
varnish,varn.ish,verified,vern.acular,亮光漆； [vəˈnækjələ] 方言； van .ish vt.消失 vain adj.徒劳的 vein 静脉，流回去的血；
apparatus,ap.para.tus,verified,as.para.gus; parr.ot,芦笋 ['pærət] 鹦鹉
utensil,u.ten.sil,verified,,
indictment,in.dict.ment,verified,in.dict; dict.ator,vt. [通常被动] ~ed ( for sth) 独裁者
allegation,al.leg.ation,verified,al.lege; al.leg.ory,动词 寓言 对比：indictment 起诉书
subpoena,sub.poe.na,verified,,poem
delirium,de.lir.ium,verified,de.lir.ious; de.lu.sion,形容词 错觉 妄想
deranged,de.rang.ed,verified,,range distraught 心烦意乱
dysphoria,dys.phor.ia,verified,a.phor.ism; eu.phor.ia; meta.phor; an.hedon.ia; a.phas.ia,病理性心境恶劣phor 带来； 格言 欣快（症） 比喻 失乐 失语症 ；phas发声
hypocrite,hypo.crite,verified,hypo.crisy; hypo.the.tical; hypo.dermic; hypo.thermia,hypo- 假;少;下 criteria 标准（复数） 名词 假设的； 皮下注射的 低温症状
hypnosis,hypno.sis,verified,,hypo- 虚伪的 hypno- 睡眠的 soporific 催眠的
somnambulism,somn.ambul.ism,verified,in.somn.ia; ambul.ance,梦.游.主义 失眠症 救护车
convulsion,con.vul.sion,verified,con.volu.tion,盘绕，错综复杂的东西；卷积； spasm 是痉挛（肌肉收缩）。convulsion 是抽搐。
allergy,al.lergy,verified,al.lergies,复数、过敏症状
fracture,fract.ure,verified,re.fract.ory; re.fract; in.fract.ion; fract.ion,骨折 很难治疗的；难以驾驭的 vt.使折射 犯规、违法 分数、一点点
ailment,ail.ment,verified,ail.ing,生病的，处境困难的
fulcrum,ful.crum,verified,simula.crum,模拟出来的幻象
scaffold,scaf.fold,verified,,sca r f 围巾
pulley,pull.ey,verified,pull.et,pull [ˈpʊlɪt]未满一周岁的小母鸡
pierce,pier.ce,verified,fier.ce,凶猛的 pier 码头
insomnia,in.somn.ia,verified,somn.ambulant; a.mnes.ia; sopor.ific,somnolent 令人昏昏欲睡的 健忘症 催眠的
asthma,asth.ma,verified,mi.asma; al.lergy,联想：阿诗玛香烟。照理是asma，强调哮喘加了th 瘴气 过敏
paralysis,para.ly.sis,verified,,reparation （战败国的）赔款
aphasia,a.phas.ia,verified,em.phas.ize; dys.phor.ia,强调 phase 阶段；月相 （病理性的不高兴）
flatulence,flat.ul.ence,verified,flat.us,胃肠胀气（这个症状） 肠胃胀气（这个气） flat
amnesia,a.mnes.ia,verified,a.mnes.ty; in.somn.ia,[ˈæmnəsti]大赦 失眠症
neurosis,neuro.sis,verified,neur.al; neuro.logy; neuro.logic.al,
leprosy,lep.rosy,verified,epi.lepsy,lep:leaf rosy 玫瑰色的 区别： 癫痫
hypochondria,hypo.chondr.ia,verified,mito.chondr.ia; chondr.al; hypo.thesis; hypo.crite,疑病症 [ˌmaɪtəʊ'kɒndrɪə]线粒体的复数 软骨的 假说 伪君子 hypnosis 催眠状态
metrorrhagia,metro.rrh.agia,verified,hemo.rrh.age,出血 -rrh- 流
dipsomania,dip.so.mania,verified,,联想：用筷子头沾一点，dip so 沾多了。这个词没有h，因为是粗话 没有h diphtheria 白喉这个词有h，因为是医学用词。
laryngitis,laryn.gitis,verified,,larynx 喉咙
diphtheria,diph.ther.ia,verified,ph.th.isis; dipso.mania,白喉 （发音：地富...） therapy 疗法 ['θaɪsɪs] 肺结核 饮酒狂
encephalitis,en.ce.phal.itis,verified,ce.phal.ic; cerebr.um; cerebr.al,. 头的 ; celebrate 庆祝
cholecystitis,chole.cyst.itis,verified,chole.ster.ol,[kəˈlestərɒl] 胆固醇 cyst 囊 cyte 细胞
mastitis,mast.itis,verified,,
gastritis,gastr.itis,verified,gastr.onomy,美食艺术、烹饪艺术
nephritis,neph.r.itis,verified,,nephew
jaundice,jaun.dice,verified,,aunt dice [dais] 骰子
arthritis,arthr.itis,verified,auth.or; Arth.ur,作者 人名
lithiasis,lith.ia.sis,verified,ia.sis,- 两个后缀
languish,lan.gu.ish,verified,an.gu.ish; n.adj,.极度痛苦
elicit,e.lic.it,verified,il.lic.it; de.lic.ious,lic = linqu =leave 非法的 美味的 elude 躲开 induce vt. 劝说；引起 导致；
inordinate,in.ordinate,verified,extra.ordinary; sub.ordinate; co.ordinate,非凡的（形容好事）；非同寻常的（与平时不同） exordinate exordianry 这两个词不存在 离谱的 ： 从属的 :使协调 ordinate 纵坐标
covenant,cove.nant,verified,al.cove,发音：cover... 壁龛 covet 觊觎(别人的东西）
incorporate,in.corp.or.ate,verified,in.corp.or.ation; corp.us; corp.se,名词 语料库 尸体 合并(83%)，组成公司(7%)
reciprocity,reci.pro.city,verified,reci.pro.cal,-pro- 支持
megalomania,mega.lo.mania,verified,mega.watt; mega.byte; magn.ific.ent,百万瓦特 百万字节 壮丽的；宏伟的
gynephobia,gyne.phobia,verified,gyne.cology; miso.gyn.ist,妇科学 厌女者
impotence,im.pot.ence,verified,im.pot.ent,= impotency (罕见) pot 壶(55%)，罐(40%)
runic,run.ic,verified,,
lien,li.en,verified,,[ˈliːən] 扣押权 linen [ˈlɪnɪn] 亚麻布 家纺 liege [liːdʒ] 领主 君主
collateral,col.later.al,verified,bi.later.al,联想：共边的 双边的
premium,pre.mi.um,verified,,( 4846 )这是保险费最常见的称呼 excess 免赔额
dividend,di.vi.dend,verified,di.vi.sor,除数 被除数
capitation,capit.ation,verified,capit.al; capit.ul.ation; de.capit.ation; de.capit.ate; capti.vating,首都 n.投降；屈从； 斩首。 v.斩首 迷人的 ；来自 captive 俘获
exchequer,ex.che.quer,verified,che.que,（英国英语。美国check) 支票
revenue,re.ve.nue,verified,ven.ue; a.ven.ue,收益； （演出等活动的）场所； 林荫大道
reimburse,re.im.burse,verified,dis.burse; re.stitute; in.dem.nifi.cation,vt.〔指从一大笔专用资金中拿出钱来〕 支付 purse 女性手提包 restitution （正式）归还、复原 这是最接近法律中的“赔偿”这个意思的 reimburse ，reimbursement 补偿人家花的钱。针对的是out of pocket 的花销 reparation 战败国的赔偿；法律中的赔偿； restitution 归还（给真正物主）；（法律）赔偿
incumbent,in.cumb.ent,verified,en.cumb.er; cu.cumb.er,-cumb- 躺 阻碍，拖累 [ˈkjuːkʌmbə(r)] 黄瓜
liability,li.ability,verified,re.li.ability,lie躺 可靠性 collateral 财务抵押品；附带的；
absolve,ab.solve,verified,dis.solve; ab.rogate,溶解 v. 废除（法律、协议） exemption n. 免除（主要是钱）
abrogate,ab.rog.ate,verified,pre.rog.ative; ar.rog.ate,特权 霸占 absolve 宣告无罪；赦免
privilege,priv.il.ege,verified,priv.ate,priv 个人 privy adj. be ~ to sth. 准许知情
prerogative,pre.rog.ative,verified,rog.ue; ar.rog.ant; de.rog.atory; sur.rog.ate; n.v; per.quisite,=> 特权 小无赖；行为失常的 暴戾的 傲慢的自大的 毁谤的 .代理 特权；额外补贴
perquisite,per.quis.ite,verified,ex.quis.ite; re.quis.ite; dis.quis.ition; pre.rog.ative,补贴；特权 perk n.补贴 v.使振作 精美的；剧烈的（疼痛等） 必须的； 专题讨论 特权
heritage,her.it.age,verified,,inherit [ɪnˈherɪt] 动词 heredity /həˈredəti/ n. 遗传 heir [eə] 继承人 heiress [eəˈres]女继承人 hierarchy 等级制度
denomination,de.nomin.ation,verified,de.nomin.ation.al; de.nomin.ator; nomin.ation; nomin.al,面额与教派有什么关系呢？只是大小（名字）不同，本质是一样的。 宗派的，派别的 分母 n.提名。任命 名义上的；
bullion,bull.ion,verified,bill.ion; mill.ion,[ˈbɪljən] [ˈmɪljən]
extort,ex.tort,verified,ex.tort.ion; tort.ure; n.v; ex.ert.ion,名词 .拷打 花费（时间 力气）；使用（权力）
embezzle,em.bezz.le,verified,pil.fer,偷窃（小东西）；尤指员工偷窃
peculate,pecu.late,verified,pecu.ni.ary; im.pecu.ni.ous; penu.ry,pecu是钱， 就是钱要晚一点（被挪用了） 与钱相关的 没钱的 穷。 speculate v. 推断
honorarium,honor.ar.ium,verified,honor.ary,荣誉的，荣誉学位
emolument,e.molu.ment,verified,e.mul.sion; e.molli.ent; honor.ar.ium,原指付给磨面工的报酬。掉在地下的都是他的。 （药）乳剂；乳状液 润肤乳 支付给演讲的酬劳：
remunerate,re.muner.ate,verified,am.muni,muni. tions 军火 . tion 子弹
requite,re.quite,verified,re.quit.al; e.quity; ac.quit.tal; re.quire; re.quis.ite,quit本意“公平” quite ['kwaɪt] 很；非常 [rɪ'kwaɪtl] 名词 ['ekwəti] 公司的股本；公平； 宣告无罪 必须的 reprisal n. 报复
requital,re.quit.al,verified,re.quite; e.quity; re.quire; re.pris.al,vt. ~ sth. 动词 n.公平；(金融） ~s 普通股 需要 n.报复
indemnification,in.dem.nifi.cation,verified,,这是最接近法律中的“赔偿”这个意思的 reimburse ，reimbursement 补偿人家花的钱。针对的是out of pocket 的花销 reparation 战败国的赔偿；法律中的赔偿； restitution 归还（给真正物主）；（法律）赔偿
restitution,re.sti.tu.tion,verified,con.sti.tu.tion; in.sti.tu.tion; de.sti.tu.tion,宪法；构造；体格 机构（如大学，研究院）；制度 一贫如洗 destitute 一贫如洗的 reparation n. (战败国的)赔偿；（有错的人做出的）赔偿 indemnification n.（法律）赔偿 赔偿(53%)，归还(36%)，恢复原状(11%)
manifest,mani.fest,verified,mani.festo,宣言 fest 节日 fester 溃烂
lager,lag.er,verified,,lag 滞后
auspices,au.spic.es,verified,au.spic.ious,看上去像个复数形式 （大吉的）吉兆的
ultimatum,ul.tim.atum,verified,ul.tim.ate; ul.tra,最终的 -
herbivore,herb.i.vore,verified,carn.i.vore,herbaceous 草本的
carnivore,carni.vore,verified,carni.val; de.vour; herbi.vore; can.nib.al,嘉年华 吞噬 食草动物 吃人肉者
holocaust,holo.caust,verified,holo.graph,holo 真 cause n.原因 事业 v.造成 亲笔文件；真迹
duel,du.el,verified,du.o; du.et,[ˈdju:əʊ] 一对（表演者）；二重唱 [djuˈet] 二重唱； due 到期
reprisal,re.pris.al,verified,re.prise; ap.prais.al; re.quite; re.pri.eve,price 重复部分；乐曲中需要重复演奏的部分 n. 鉴定，估价 requital 回报（友爱、善意等） reprimand 训斥 死刑缓期令
anatomy,ana.tomy,verified,di.cho.tomy; epi.tome,这里的a是用来填充在两个辅音之间的 两个事之间的明确界限 典型
sentinel,sen.tin.el,verified,sen.try,sen-感觉 tin 锡
cordon,cord.on,verified,,
cavalry,caval.ry,verified,chival.ry,骑士精神
cavalcade,caval.cade,verified,caval.ry; chival.ry,骑兵 骑士风度；骑士制度
misfortune,mis.for.tune,verified,for.tune,tune 调子 财富 运气 hapless 运气不好的；不幸的
anguish,ang.uish,verified,,对比：languish vi. 长期滞留受苦
twinge,twin.ge,verified,,pinch 拧、捏、掐
poignant,poign.ant,verified,,point
parturition,part.ur.ition,verified,gest.ation,妊娠期 酝酿
scourge,scour.ge,verified,cour.age,scourge of God 上帝之鞭 勇气 scrounge v. 蹭（吃）蹭（喝） 注意鞭子是our ，下面的都是or scorch 烧焦 scorpion 蝎子
ordeal,or.deal,verified,,
artillery,art.ill.ery,verified,,art. ery n.动脉=>干道
skirmish,skirm.ish,verified,squeam.ish,skirt 裙子 易心烦意乱的，神经脆弱的
assail,as.sail,verified,un.as.sail.able,sail 航海 [ˌʌnəˈseɪləbl] 无法摧毁的；不可战胜的；
armistice,arm.ist.ice,verified,,武器专家冰冻了 truce 1.停战期；2.停战协议
incursion,in.cur.sion,verified,in.cur; ex.cur.sion; in.fringe,vt. 招致，引发；蒙受 跑出去骂人=>短途旅游。涉猎 curse n.咒语 v.咒骂 触犯（法律）
lesion,le.sion,verified,le.sson,
modicum,mod.ic.um,verified,mod.er.ate,温和的适度的
paucity,pau.city,verified,pal.try; scar.city,pau 小 adj. 可忽略不计的；微不足道的
discomfit,dis.com.fit,verified,dis.com.fort; n.v,. （生理和心理上）不舒服；使...不舒服 . （心理上）不舒服；使...不舒服
quandary,qu.and.ary,verified,qu.and; squ.and.er,发音：框的ary 浪费 （不知做什么好的）困境 morass 泥沼；困境；
predicament,pre.dica.ment,verified,pre.vari.cate; im.pre.cation,-dic- 支吾搪塞 诅咒
adversity,ad.vers.ity,verified,ad.verse; ad.vers.ary; ad.vert.ise; di.vers.ity,不利的，有害的 （辩论）对手 做广告 ; 多样性;
tribulation,trib.ul.ation,verified,tribut.ary,磨难（来自“打谷子”这个词源） 支流 tribute 葬礼上给的钱，讲的好话；进贡
alien,al.ien,verified,,同alias 。 (ien=ian 人）
dispense,dis.pense,verified,ex.pense; re.com.pense; v.n; dis.perse; dis.pers.al; dis.pose,v. 花费 .补偿； v.分散、疏散、散布 n. 分散、疏散、散布 dispose of 处理掉
premises,pre.mis.es,verified,pre.mise,[ˈpremɪs] 前提条件 domicile （尤指正式或法律意义的）住处，定居地 abode （正式）住所，家
penurious,pen.uri.ous,verified,pen.ury; impecuni.ous; pecuni.ary,名词 一文不名的 与钱相关的
necessity,ne.cess.ity,verified,ne.cess.ary; re.quis.ite,形容词 必须的 必需品
indigent,in.dig.ent,verified,pro.dig.al; pro.dig.y; indign.ant; indi.gene; indi.genous,不肯挖地，所以穷 挥霍的 ； 神童 (遭受不公正而)愤愤不平的 原住民 土著的 destitute 似乎只当表语
impecunious,im.pecuni.ous,verified,pecuni.ary,pecuni 钱；发音：比丘尼 与钱相关的 赤贫的 ：penurious
privation,priv.ation,verified,de.priv.ation; de.stitute,n.贫困；剥夺； 穷困匮乏的
penury,pen.ury,verified,,=> penny. 牛了（没了） indigent adj. 非常贫困的
interstice,inter.st.ice,verified,sol.st.ice,冬至；夏至； 空隙(78%)，细裂缝(22%)
hiatus,hi.at.us,verified,,
crevice,crev.ice,verified,crev.asse; fiss.ure,[krəˈvæs]（尤指冰川的）裂口 cleft （自然的）裂口 土壤岩石中深长的裂缝
crevasse,crev.asse,verified,crev.ice,（esse的变体） 墙上地上细小的裂缝 vase [vɑːz]花瓶
hurdle,hurd.le,verified,,hurt hurl 猛地掷出 huddle 因寒冷挤在一起
tinder,tin.der,verified,tin.ker,发音：听的，想象在火中噼啪响 n.补锅匠；tinker with ：小修小补 tin 锡、马口铁
superfluous,super.flu.ous,verified,pro.fusion; ple.tho.ra; ex.cessive; ex.ig.uous,16897 超级流感 n. 大量、丰富 （没说过多） n.过剩、过多 adj.（做事）过分的；（数量）超过限额的； adj.数量少 不足够
foundry,foun.dry,verified,,found
bounteous,bount.eous,verified,bount.y; bount.iful,n.慷慨 （9344）bounty hunter 赏金猎人 非常慷慨的。大量的
prosper,pro.sper,verified,de.sper.ate,
exertion,ex.ert.ion,verified,in.ert; in.ert.ia,其实两个意思在英语中是一样的，exertion of a day 与 exertion of force 是一样的，就是“耗费” adj.（化学）惰性的 n.（物理）惯性 extortion 勒索 ； excerpt 摘录的音乐或电影片段
opus,op.us,verified,op.ul.ence,富裕、富饶
opulent,opu.lent,verified,corpu.lent,lent lend过去式，过去分词 委婉语“发福的”。 opus （音乐）作品 opulence 名词； luxurious 贵虽然贵，但是强调舒适，能提供巨大快乐； opulent 强调华丽、贵； affluent （formal）富裕的
graffiti,graf.fiti,verified,n.v,本身就是复数 graph graft 嫁接 giraffe [dʒəˈrɑːf] 长颈鹿 doodle . （尤指厌烦或心不在焉时）乱涂乱画
cavity,cav.ity,verified,,cave caval- 马； cavalry骑兵;cavalier骑士
saliva,sa.li.va,verified,,salivate 动词
insulin,in.sul.in,verified,in.sul.ar,adj. 岛屿的
chromosome,chromo.some,verified,chrom.ium,chrome [krəʊm] 铬；铬合金 [ˈkrəʊmiəm] 铬
leukemia,leuk.em.ia,verified,leuco.cyte,
corpuscle,corp.us.cle,verified,corp.se,尸体
appendix,ap.pend.ix,verified,,
sphygmus,sphyg.mus,verified,a.sphyx.ia,窒息 esophagus 食道
temple,temp.le,verified,,
auricle,au.ri.cle,verified,o.ra.cle; au.ral,发音像 oracle 听觉的 lobe 耳垂 脑叶 肺叶
viscera,vi.sce.ra,verified,visc.ose,"pancreas ,有s 。viscera 没有s visc 有臭的意思。weasel 黄鼠狼。 黏胶 viscid 黏稠的"
